"","seismic","seismoacoustic","shift","genergy","gpuls","gdenergy","gdpuls","ghazard","nbumps","nbumps2","nbumps3","nbumps4","nbumps5","nbumps6","nbumps7","nbumps89","energy","maxenergy","class"
"24181","a","a","N",403166.380176679,871.62298109429,-33.4383564637974,-19.5509233963676,"a",1.55568790296093,1.55568790296093,0,0,0,0,0,0,811.137580592185,644.431209703907,"1"
"24191","a","a","W",388582.589548724,752.984622607939,-25.1512622274458,-26.8586049294099,"a",1,0.632078937254846,0.367921062745154,0,0,0,0,0,1178.2973815687,1178.2973815687,"1"
"2420","a","a","W",82262.1211019205,255.877521323506,-54.4348658407107,-35.5265283570625,"a",1.09924204694107,1.09924204694107,0,0,0,0,0,0,719.848409388214,690.075795305893,"1"
"24211","b","a","W",605837.414122671,1799.96438151621,20.160985592287,6.83901440771297,"a",0.506191753549501,0,0.506191753549501,0,0,0,0,0,1012.383507099,1012.383507099,"1"
"2422","b","a","W",158043.705918319,1585.27223240002,-1.87521745637059,9.57161948876455,"a",0.110940218204632,0,0,0.110940218204632,0,0,0,0,1109.40218204632,1109.40218204632,"1"
"24231","a","a","W",244105.142787714,1400.81528664567,5.9282352719456,14.9984312690794,"a",1.0717647280544,0.357254909351468,0.714509818702936,0,0,0,0,0,3465.37262070924,2143.52945610881,"1"
"24241","b","a","W",813262.845658213,1817.87718015886,26.3707557884045,0.629244211595505,"a",0.745029068784788,0,0.745029068784788,0,0,0,0,0,1490.05813756958,1490.05813756958,"1"
"24251","a","a","W",1616170.23001164,2791.95889864257,29.6464137784205,18.1882868977264,"a",0,0,0,0,0,0,0,0,0,0,"1"
"24261","a","a","W",623571.418894811,1458.02973131067,-15.6565610568505,-6.81282935431227,"a",2.15626829746179,1.68746340507641,0.468804892385378,0,0,0,0,0,2165.77320944052,1287.58050883189,"1"
"24271","b","a","N",262066.738676773,1053.53478525346,-12.1478535300121,-7.29823231883347,"a",3,0.525063131470233,2.47493686852977,0,0,0,0,0,9367.54419202916,5525.06313147023,"1"
"2428","b","a","W",589072.964279072,1616.56511690258,2.07038388610817,-13.8551406003535,"a",1.98189257504418,0,1.98189257504418,0,0,0,0,0,5436.62401265465,3472.83886256628,"1"
"24291","a","a","W",547318.76411499,1595.91088927677,-0.827648052480072,-14.591148711741,"a",2.07389358896762,0,2.07389358896762,0,0,0,0,0,5758.62756138667,3610.84038345143,"1"
"2430","a","b","W",99682.2932355595,422.141068545869,-64.0704955311958,-63.2015294795856,"a",1.41532578924671,0,0.622988683870062,0.792337105376646,0,0,0,0,9792.33710537665,8961.68552688323,"1"
"24311","a","a","W",111308.870030846,552.184115271084,-56.3726813886315,-56.868823248893,"a",1,0,0.25192906986922,0.74807093013078,0,0,0,0,9244.21279039234,9244.21279039234,"1"
"2432","a","a","N",351836.99590171,891.086726146983,2.35894144023769,4.20975429844111,"a",2.70162571640685,0.850812858203426,1.85081285820343,0,0,0,0,0,9297.19471714925,6149.18714179657,"1"
"24331","b","a","W",690205.589028355,2085.3309603536,5.75261162430979,1.84776099957526,"a",0.673009958351031,0,0.673009958351031,0,0,0,0,0,4711.06970845722,4711.06970845722,"1"
"24341","b","a","W",1507100.89147277,2702.69007713068,25.6674218429253,14.1030288264155,"a",0.162373798899353,0,0.162373798899353,0,0,0,0,0,1136.61659229547,1136.61659229547,"1"
"2435","a","b","N",129935.267952858,932.054740631487,-39.8891434045509,-39.8857841137797,"a",1,0,0.501679645385593,0.498320354614407,0,0,0,0,8494.96106384322,8494.96106384322,"1"
"24361","b","a","N",324999.173087571,1748.70183422929,25.0427713776007,33.4470931012183,"a",2.08509689662606,0.542548448313028,1.54254844831303,0,0,0,0,0,6177.62305201031,4170.19379325211,"1"
"2437","b","a","W",580437.40031505,2474.75568517856,42.9012298155576,35.9346203953028,"a",1,0,1,0,0,0,0,0,2000,2000,"1"
"2438","a","a","N",251520.700007782,2877.00058017322,47.5516002031509,63.2132034832612,"a",1,0,0.980094310594723,0.0199056894052774,0,0,0,0,2159.24551524222,2159.24551524222,"1"
"24391","b","a","W",1669074.42448736,2901.13405373413,33.1640293095261,21.1040781587362,"a",0.0646682949736714,0,0.0646682949736714,0,0,0,0,0,129.336589947343,129.336589947343,"1"
"24401","b","a","W",177845.433482791,1622.2094724339,-8.30772163975053,-0.366512435488403,"a",1,0,0.525953482603654,0.474046517396346,0,0,0,0,5792.37213917077,5792.37213917077,"1"
"2441","a","a","W",842926.278922081,2204.68377230293,-4.98536806134507,-0.492684030672535,"a",0.560384364565834,0,0.560384364565834,0,0,0,0,0,1120.76872913167,1120.76872913167,"1"
"24421","b","b","N",103766.735143284,824.290429802146,-55.8596064639278,-48.0696610608138,"a",1,0,0.439497270155698,0.560502729844302,0,0,0,0,6484.02183875442,6484.02183875442,"1"
"2443","b","a","W",1386094.22789172,2612.86274957261,16.7578220111318,10.3789110055659,"a",0.230942090740427,0,0.230942090740427,0,0,0,0,0,461.884181480855,461.884181480855,"1"
"24441","a","a","W",191516.230361655,1674.17526132078,-28.6342231158633,-14.2792240006384,"a",1,0,1,0,0,0,0,0,2000,2000,"1"
"2445","a","a","W",826396.53910897,1796.77513110801,17.7736371990759,-8.04533231654204,"a",1,0,1,0,0,0,0,0,2000,2000,"1"
"2446","a","a","N",151818.226538911,391.228484660154,-37.6305496508721,-19.890677194111,"a",2,1.20546614029445,0.794533859705552,0,0,0,0,0,2091.80078955833,1712.34740358777,"1"
"24471","a","a","W",366846.724376297,717.050842405763,-16.9919334114529,-17.6864259922877,"a",1.64924588846043,0.649245888460428,1,0,0,0,0,0,2259.69835538417,2000,"1"
"24481","a","b","N",188564.209275376,461.61296744924,-36.0250169308856,-18.8548496328294,"a",2,1.25725751835853,0.742742481641471,0,0,0,0,0,2014.11372246221,1639.83947429806,"1"
"24491","a","a","W",388530.599927041,753.413377475692,-15.3687941648532,-17.3069908437319,"a",1.62816615798511,0.628166157985106,1,0,0,0,0,0,2251.26646319404,2000,"1"
"24501","a","a","N",263942.683928488,544.487050897907,-24.6947809164412,-19.4870916428044,"a",1.74928286904469,0.749282869044691,1,0,0,0,0,0,2299.71314761788,2000,"1"
"2451","a","a","W",104675.198588306,337.10556113394,-34.9237130484544,-41.7087864433415,"a",2.87694852193817,2,0.876948521938175,0,0,0,0,0,5197.04775749706,4458.57349652797,"1"
"2452","a","a","W",1422375.37289538,2362.73209545645,18.2040597875603,5.18948408844881,"a",0.591254580533132,0.394169720355421,0.197084860177711,0,0,0,0,0,1143.09218903072,985.424300888553,"1"
"2453","a","a","W",532530.347054596,1131.29532679892,-19.5681491338182,-15.2972165101673,"a",2.26272596535273,2,0.262725965352729,0,0,0,0,0,2187.35723022837,1755.99424755201,"1"
"2454","a","b","W",471758.293550434,1018.4895253391,-21.7492357823066,-19.0486855455674,"a",2.34996943129227,2,0.349969431292266,0,0,0,0,0,2614.8502133321,2139.86549768597,"1"
"24551","a","a","W",84385.2547128405,284.858544084709,-33.4267892525531,-44.3591318218969,"a",2.87117716204375,1.87117716204375,1,0,0,0,0,0,5555.23660788313,4806.76574306563,"1"
"2456","a","b","N",56382.6642519049,142.139252455905,43.472333714366,95.7995592001826,"a",0.0395749714225531,0.013191657140851,0.026383314281702,0,0,0,0,0,127.959074266255,79.1499428451061,"1"
"2457","a","b","W",548490.565721057,1134.40372301452,1.35002826340497,21.4272430632263,"a",1.49649023637176,1.49649023637176,0,0,0,0,0,0,673.42060636729,448.947070911527,"1"
"2458","a","a","W",931085.054824944,1657.4373138973,34.1598294463474,4.86022117943503,"a",0.894560959422961,0,0.894560959422961,0,0,0,0,0,1789.12191884592,1789.12191884592,"1"
"24591","a","b","W",771697.688191035,1381.22210541298,35.9439558663871,21.566132203443,"a",0.732367648510262,0,0.732367648510262,0,0,0,0,0,1464.73529702052,1464.73529702052,"1"
"2460","a","a","N",349474.764504542,686.454413205618,8.18447888456285,15.5196894623805,"a",2.68616408365779,0.895388027885929,1.79077605577186,0,0,0,0,0,8685.26387049351,5372.32816731557,"1"
"24611","a","a","W",448633.783427239,1433.2480598907,44.466842166381,17.3927660619374,"a",1.16106799757108,1.16106799757108,0,0,0,0,0,0,522.480598906986,348.320399271324,"1"
"2462","a","b","N",83710.410589017,973.007708291523,57.684421232203,6.26809628983028,"a",0.336627303389832,0,0,0.336627303389832,0,0,0,0,3366.27303389832,3366.27303389832,"1"
"24631","a","a","W",693764.213498458,1933.75936294347,90.4994325488806,36.4400385208428,"a",0,0,0,0,0,0,0,0,0,0,"1"
"24641","a","b","N",89509.7808714211,443.727830108255,-28.3453939510509,-46.5725516146049,"a",0.773326872847974,0,0,0.773326872847974,0,0,0,0,7733.26872847974,7733.26872847974,"1"
"2465","a","a","W",669200.627204645,1464.44563326798,-3.02279730793089,-0.285858851857483,"a",1.8543474059552,1.8543474059552,0,0,0,0,0,0,834.456332679838,556.304221786559,"1"
"24661","a","b","W",72930.3567028837,189.011810253141,-56.8260711652692,-65.2276996150613,"a",0.725865612970665,0,0,0.725865612970665,0,0,0,0,7258.65612970665,7258.65612970665,"1"
"2467","a","b","W",193041.5271137,512.619288649177,-6.02563851629384,-35.8919784380123,"a",0.169667265610769,0,0.169667265610769,0,0,0,0,0,339.334531221539,339.334531221539,"1"
"24681","a","a","N",191691.34216537,481.147928414168,-5.5429023350589,-19.4477395601571,"a",1.40951627749018,0.469838759163395,0.939677518326789,0,0,0,0,0,4557.43596388493,2819.03255498037,"1"
"24691","a","b","W",625533.776422124,1311.71874096128,-13.129602326313,-8.92488839989528,"a",1.74079534737393,1.74079534737393,0,0,0,0,0,0,783.35790631827,522.23860421218,"1"
"2470","a","b","N",53123.5578956618,286.938598917564,-12.410815755371,-37.762175347656,"a",0.264864040771499,0.0882880135904998,0.176576027181,0,0,0,0,0,856.393731827848,529.728081542999,"1"
"24711","b","a","W",134344.521205314,642.004752255976,76.007910810411,23.0514238737524,"a",0.254746846854687,0.254746846854687,0,0,0,0,0,0,114.636081084609,76.424054056406,"1"
"2472","a","b","W",421353.298907718,1051.38321691565,32.053591446951,9.69275818485767,"a",1.11659624613822,1.11659624613822,0,0,0,0,0,0,502.468310762197,334.978873841465,"1"
"2473","a","a","W",72821.3539830828,330.216540291905,1.1962486570701,-27.7418449730612,"a",0.541998465079814,0,0,0.541998465079814,0,0,0,0,5419.98465079814,5419.98465079814,"1"
"24741","a","a","W",116011.744835973,566.696108127013,72.1123078661039,22.8277466492727,"a",0.596036192961037,0.198678730987012,0.397357461974025,0,0,0,0,0,1927.18369057402,1192.07238592207,"1"
"24751","a","a","W",939099.244138112,1709.29814075027,38.4341216702014,-2.79774973005988,"a",0.902962113032117,0,0.902962113032117,0,0,0,0,0,1805.92422606423,1805.92422606423,"1"
"24761","a","b","W",332388.491758746,1138.00942183333,249.436864815885,261.893061295385,"a",0,0,0,0,0,0,0,0,0,0,"1"
"24771","a","b","N",82058.4744536877,272.37475836277,-9.59681487083435,-7.3232808560133,"a",0.82770873606205,0,0,0.82770873606205,0,0,0,0,8277.0873606205,8277.0873606205,"1"
"2478","a","b","W",58787.1677868068,502.328381553292,131.441407352686,140.996806101874,"b",0.44445269741118,0,0,0.44445269741118,0,0,0,0,4444.5269741118,4444.5269741118,"1"
"24791","a","b","W",641980.240522767,1395.47574933013,20.135996020399,30.1042556443717,"a",1.78483119467273,1.78483119467273,0,0,0,0,0,0,803.17403760273,535.44935840182,"1"
"24801","a","a","N",383520.470048836,751.036238512956,4.58585595944896,6.61806797096506,"b",2.99396024784073,0.997986749280244,1.99597349856049,0,0,0,0,0,9680.47146801837,5987.92049568146,"1"
"2481","b","b","W",615558.33798266,1301.02571470337,6.25321574788541,1.89090929599479,"b",1.71263857092708,1.71263857092708,0,0,0,0,0,0,770.687356917188,513.791571278125,"1"
"2482","a","a","W",1416762.8849158,2375.81202424201,49.8336766918655,21.8071894061286,"a",0,0,0,0,0,0,0,0,0,0,"1"
"2483","b","b","W",221177.796912934,543.914085778873,56.3305657966994,19.8653635871597,"b",1.65819062059745,0.552730206865817,1.10546041373163,0,0,0,0,0,5361.48300659843,3316.3812411949,"1"
"2484","a","b","W",182851.178175472,565.399913461879,89.5785389654338,27.3859708774835,"a",0.468977030366659,0.468977030366659,0,0,0,0,0,0,211.039663664997,140.693109109998,"1"
"24851","b","b","W",513878.881613342,1128.16508629406,25.8333714595065,7.88185246149078,"a",1.42039744090289,1.42039744090289,0,0,0,0,0,0,639.1788484063,426.119232270867,"1"
"24861","a","a","W",465342.409685189,1136.50453270134,-6.90522728394717,-3.64148395787925,"a",1.28296791575849,1.28296791575849,0,0,0,0,0,0,577.335562091321,384.890374727547,"1"
"24871","a","a","W",159114.235593837,728.91684736195,6.2641557501629,-1.30188318737783,"a",0,0,0,0,0,0,0,0,0,0,"1"
"2488","a","a","W",209617.613470727,783.164793465752,9.47327098576352,-3.56620044680312,"a",0.188733482267708,0,0.188733482267708,0,0,0,0,0,377.466964535415,377.466964535415,"1"
"2489","a","a","N",230612.236310914,661.736076861154,4,2.22828493779525,"a",1.74276164593175,0.580920548643917,1.16184109728783,0,0,0,0,0,5634.92932184599,3485.5232918635,"1"
"2490","a","a","W",341931.246043663,952.162176740821,13.2461148002185,-3.95649463450536,"a",0.31883154483512,0,0.31883154483512,0,0,0,0,0,637.663089670241,637.663089670241,"1"
"24911","a","a","N",89943.7311392091,179.821335851215,-63.9043256798759,-66.6299872109666,"a",0.964048718102276,0,0,0.964048718102276,0,0,0,0,9640.48718102276,9640.48718102276,"1"
"2492","a","a","W",35616.5157943405,489.896785578458,177.860404184321,129.005954920081,"a",0.014555073576048,0,0.014555073576048,0,0,0,0,0,29.110147152096,29.110147152096,"1"
"2493","b","b","W",31769.0180918807,424.177861489588,141.485046368325,99.7922312470619,"a",0.152233018307015,0,0,0.152233018307015,0,0,0,0,1522.33018307015,1522.33018307015,"1"
"2494","b","a","W",446566.173314154,1083.42183377594,61.727858223021,48.2707816585898,"a",1.22561804950237,1.22561804950237,0,0,0,0,0,0,551.528122276068,367.685414850712,"1"
"2495","b","a","N",168407.707763892,584.101070208475,108.534561008215,80.2432961706072,"a",1.21816089190543,0.406053630635142,0.812107261270285,0,0,0,0,0,3938.72021716088,2436.32178381085,"1"
"2496","a","a","W",253688.672002575,766.824083398329,46.3202230420429,42.8001939496025,"a",1.89599418151192,0.631998060503975,1.26399612100795,0,0,0,0,0,6130.38118688855,3791.98836302385,"1"
"24971","a","b","W",83525.873214677,847.313970273361,108.604957051575,97.337464209646,"a",0.157500650733709,0.157500650733709,0,0,0,0,0,0,70.8752928301692,47.2501952201128,"1"
"24981","a","a","N",90993.4529647138,184.139509632718,-68.3491426408291,-69.6398212257773,"a",0.975776784587651,0,0,0.975776784587651,0,0,0,0,9757.76784587651,9757.76784587651,"1"
"2499","b","a","W",403556.809366513,1247.21037880261,100.268739688443,87.0534378457814,"a",0,0,0,0,0,0,0,0,0,0,"1"
"25001","b","a","W",1679054.01739461,2792.61353237997,36.3969703956973,22.447510285303,"a",0,0,0,0,0,0,0,0,0,0,"1"
"25011","a","b","N",76288.7049379712,538.508711339906,143.559956535231,71.7282375940122,"a",0.298839550931007,0.0996131836436689,0.199226367287338,0,0,0,0,0,966.247881343588,597.679101862013,"1"
"2502","b","b","W",427491.261880146,1062.01973260473,60.5822238409892,31.5077010395471,"a",1.14439274603501,1.14439274603501,0,0,0,0,0,0,514.976735715754,343.317823810503,"1"
"2503","b","b","W",597672.576235756,1254.87214430887,88.4826851869002,31.4287955625914,"a",0.559661228675395,0,0.559661228675395,0,0,0,0,0,1119.32245735079,1119.32245735079,"1"
"2504","b","b","N",69141.4851544006,329.814436114859,34.8293328862637,-2.88841408793814,"a",0.535218392731622,0,0,0.535218392731622,0,0,0,0,5352.18392731622,5352.18392731622,"1"
"25051","a","b","W",399172.62110007,1021.81207415741,67.8162377038971,34.9985333106015,"a",1.06027630576864,1.06027630576864,0,0,0,0,0,0,477.124337595887,318.082891730592,"1"
"25061","b","b","N",91043.0720945634,218.804494416341,-61.098542121239,-65.4921305123717,"a",0.952202980406582,0,0,0.952202980406582,0,0,0,0,9522.02980406582,9522.02980406582,"1"
"25071","a","b","W",75861.7534089088,1216.66255182028,171.883760407567,101.647863090038,"a",0.0435580909252167,0.0435580909252167,0,0,0,0,0,0,19.6011409163475,13.067427277565,"1"
"25081","b","a","W",1368567.57612078,2504.73431803845,65.6340392194688,38.0869956449606,"a",0,0,0,0,0,0,0,0,0,0,"1"
"25091","a","b","W",296779.91747994,1304.50008952897,108.032627227018,65.1615012725815,"a",0.719231457915157,0.719231457915157,0,0,0,0,0,0,323.654156061821,215.769437374547,"1"
"2510","a","b","W",75686.7494852794,736.645535156596,62.6465818176512,22.9682392110117,"a",0.455234611174092,0,0,0.455234611174092,0,0,0,0,4552.34611174092,4552.34611174092,"1"
"25111","b","a","W",1074360.50102901,2311.25583442952,54.5436118301004,57.4513207026757,"a",0,0,0,0,0,0,0,0,0,0,"1"
"2512","b","b","N",78802.0817293692,548.724415948149,-24.8617078994866,-17.1908354093321,"a",0.701004396891221,0,0,0.701004396891221,0,0,0,0,7010.04396891221,7010.04396891221,"1"
"25131","b","b","N",67791.4003433194,853.510060243774,13.776472204132,28.4070168868639,"a",0.461015700595453,0,0,0.461015700595453,0,0,0,0,4610.15700595453,4610.15700595453,"1"
"2514","b","b","W",255666.93801506,1448.99979371578,56.4381510845851,78.5007735658437,"a",0.624987107235938,0.624987107235938,0,0,0,0,0,0,281.244198256172,187.496132170781,"1"
"2515","a","b","W",761771.665829043,2045.95273401681,64.7196211609989,75.2593370317481,"a",0,0,0,0,0,0,0,0,0,0,"1"
"2516","a","a","W",1545257.04313385,2605.65343491943,23.2414915661793,11.145515138749,"a",0,0,0,0,0,0,0,0,0,0,"1"
"2517","b","b","W",408494.500848893,1065.39403689699,-10.2445295574144,-24.5333698103204,"b",0.382221006322652,0,0.382221006322652,0,0,0,0,0,764.442012645304,764.442012645304,"1"
"2518","a","a","N",82881.8283388438,615.747220363002,-30.0206378228031,-28.8504094770178,"b",0.51068503735587,0.17022834578529,0.34045669157058,0,0,0,0,0,1651.21495411731,1021.37007471174,"1"
"25191","b","b","W",331090.559402034,970.017450666055,-15.5898946784437,-26.8242405764759,"b",0.305858647450805,0,0.305858647450805,0,0,0,0,0,611.717294901609,611.717294901609,"1"
"25201","b","b","W",464867.169195842,1152.28080059891,-21.6628094967455,-15.5504126623273,"a",1.27809920860454,1.27809920860454,0,0,0,0,0,0,575.144643872045,383.429762581363,"1"
"2521","a","a","W",71329.7616065573,215.900557347341,-56.3172514133621,-63.2978593972512,"a",1,0,0.314768841257319,0.685231158742681,0,0,0,0,7167.08042868413,7167.08042868413,"1"
"25221","a","a","N",170766.556782159,493.557248939294,-10.2693441696465,-21.3495763251558,"a",1.81088798586279,0.405443992931396,1.4054439929314,0,0,0,0,0,4527.36273850314,3027.21996465698,"1"
"25231","a","a","N",82613.6868194304,190.92573772883,-65.2009120830335,-68.9968115249649,"a",1,0,0.147152602206916,0.852847397793084,0,0,0,0,8675.62658013776,8675.62658013776,"1"
"25241","a","a","W",1456988.22069121,2439.79495286336,22.7482904102653,7.68078545760363,"a",0.177917492110282,0,0.177917492110282,0,0,0,0,0,177.917492110282,177.917492110282,"1"
"2525","a","a","N",241108.934789817,578.39208078431,-5.56718258932233,-12.3370999628678,"a",2.20273478422314,0.60136739211157,1.60136739211157,0,0,0,0,0,6231.89631137066,4006.83696055785,"1"
"25261","a","b","N",62330.7911544945,1050.73198396573,14.3642699709162,-6.85894067049958,"a",1,0,0.808928425656632,0.191071574343368,0,0,0,0,5146.42944606021,5146.42944606021,"1"
"25271","a","b","W",69909.1284167301,829.392551601399,-7.56660956609994,-23.7132277220953,"a",1,0,0.605864726239815,0.394135273760185,0,0,0,0,6364.81164256111,6364.81164256111,"1"
"2528","b","b","W",248122.302982816,1320.93707519211,20.9765112772584,5.20197180425748,"a",1.29215601505712,0.584312030114233,0.707843984942883,0,0,0,0,0,3094.31635332294,3006.6695488058,"1"
"2529","a","a","W",452943.900565715,1640.09203751199,34.3028804191854,11.0913587424438,"a",0.767626806395128,0,0.767626806395128,0,0,0,0,0,3070.50722558051,3070.50722558051,"1"
"2530","a","b","W",410328.155405517,1468.56005495088,34.2748787025921,3.56159026944079,"a",1,0,1,0,0,0,0,0,3274.8787025921,3274.8787025921,"1"
"2531","a","a","W",216707.173289098,629.31035949057,9.84110274445266,-2.27489555464126,"a",1.53972431388684,0.513241437962279,1.02648287592456,0,0,0,0,0,4978.4419482341,3079.44862777367,"1"
"25321","a","b","W",89017.1448239172,571.28991736006,13.8985488624312,-10.4927531736903,"a",0.144927664659917,0.144927664659917,0,0,0,0,0,0,65.2174490969628,43.4782993979752,"1"
"2533","a","a","W",338425.160517506,717.727074992377,5.59710040036589,3.73744109948166,"a",2.60072489990853,0.866908299969509,1.73381659993902,0,0,0,0,0,8409.01050970424,5201.44979981706,"1"
"25341","a","b","W",44148.5172763397,475.183646601625,9.0793510468211,-15.8988863376435,"a",0.0777601005975157,0,0,0.0777601005975157,0,0,0,0,777.601005975157,777.601005975157,"1"
"2535","a","a","N",182764.598870613,604.654258826282,11.0245955763385,-3.95151039981283,"a",1.24385110591538,0.414617035305128,0.829234070610255,0,0,0,0,0,4021.78524245974,2487.70221183077,"1"
"2536","a","b","W",193052.734915204,967.898588352837,72.8562217643484,44.9460703516379,"a",3.60478919185698,2.80239459592849,0.80239459592849,0,0,0,0,0,3547.90216656402,2525.74703022838,"1"
"2537","a","b","W",141009.247535914,917.786071326584,81.408118609339,49.8214507959783,"a",3.76463773101568,2.88231886550784,0.882318865507841,0,0,0,0,0,3811.65225617588,2717.56527721882,"1"
"2538","a","b","N",233532.562991343,794.816981840879,46.4035308137536,30.028667461127,"a",3.47115034237504,1.94230068475008,1.52884965762496,0,0,0,0,0,7108.67311693728,4586.54897287488,"1"
"2539","a","a","W",1332295.02110619,2374.45285017928,47.825753425248,27.954909412656,"a",1.021016350016,0.765762262511998,0.255254087503999,0,0,0,0,0,1072.0671675168,765.762262511998,"1"
"2540","a","b","W",190985.279885454,807.188084948109,58.3755660788156,36.8128207779955,"a",3.60417295643128,2.20834591286257,1.39582704356872,0,0,0,0,0,6377.04873962793,4187.48113070615,"1"
"25411","a","b","W",405152.987018565,1036.87519991351,15.9894727540668,2.82027338678017,"a",1.63001952762716,1.26003905525431,0.369980472372845,0,0,0,0,0,1117.97266132198,1054.97070855927,"1"
"2542","a","b","W",1374000.46377193,2369.86568837892,26.1005608481355,15.7309849415906,"a",0.453803011681885,0.453803011681885,0,0,0,0,0,0,136.140903504565,113.450752920471,"1"
"25431","a","a","N",290003.979363376,701.290762666613,4.54031779710203,6.54031779710203,"a",2.72984110144898,1.27015889855102,1.45968220289797,0,0,0,0,0,7241.55402318574,4514.12605796941,"1"
"25441","a","b","W",274174.365196656,884.320981249213,-0.669356906786561,3.78777458518744,"a",2,2,0,0,0,0,0,0,705.305635370314,535.101878456771,"1"
"2545","a","b","W",185145.314272663,768.621495130472,8.24792404519394,8.86458617122844,"a",1.82708276575431,1.82708276575431,0,0,0,0,0,0,548.124829726294,456.770691438578,"1"
"2546","a","b","W",86845.811925286,227.066818064079,-61.2483820584603,-62.2483820584603,"a",0.884788059396669,0,0,0.884788059396669,0,0,0,0,8847.88059396669,8847.88059396669,"1"
"2547","a","b","W",64108.1000675727,459.753250069916,-14.1570803429931,-15.1570803429931,"a",0.423108630813658,0,0,0.423108630813658,0,0,0,0,4231.08630813658,4231.08630813658,"1"
"2548","a","b","W",384778.054564621,1078.37793973042,7.664318961557,11.7442430183291,"a",1.01598481135443,1.01598481135443,0,0,0,0,0,0,457.193165109493,304.795443406329,"1"
"2549","a","b","W",1014857.95821205,1813.70421851147,32.9199457680807,-5.31953902868554,"a",0.979986442020163,0,0.979986442020163,0,0,0,0,0,1959.97288404033,1959.97288404033,"1"
"2550","a","b","N",353767.795778662,744.0312883351,6.23356143105775,7.96553405933082,"a",2.73197262827307,0.91065754275769,1.82131508551538,0,0,0,0,0,8833.37816474959,5463.94525654614,"1"
"2551","b","a","W",947351.013206914,1814.2192743402,20.6360814422369,17.5265033934265,"a",0,0,0,0,0,0,0,0,0,0,"1"
"25521","b","b","W",115418.752932986,712.993911905447,9.09989257343113,17.0458288572263,"a",0,0,0,0,0,0,0,0,0,0,"1"
"2553","a","a","W",59293.5222830367,617.527112534037,7.73350734170526,16.2671451896895,"a",0.199869493721053,0.0666231645736843,0.133246329147369,0,0,0,0,0,646.244696364738,399.738987442106,"1"
"25541","a","b","W",239149.359554444,865.905918543926,1.72418969939463,10.7241896993946,"a",0.597696219105273,0.597696219105273,0,0,0,0,0,0,268.963298597373,179.308865731582,"1"
"25551","a","a","W",1079142.08244132,1988.67057874752,22.4635940156877,17.6026497506537,"a",0,0,0,0,0,0,0,0,0,0,"1"
"2556","a","b","W",207014.112849906,686.372992469929,-36.3563388288021,-21.5172541216016,"a",0.540228823199868,0.540228823199868,0,0,0,0,0,0,243.102970439941,162.06864695996,"1"
"25571","a","a","W",235735.321502734,606.735719146905,-15.9125345402863,-7.81686070142314,"a",1.78086523222737,0.59362174407579,1.18724348815158,0,0,0,0,0,5758.13091753516,3561.73046445474,"1"
"25581","a","b","W",72615.4484502319,230.307099074591,-65.4378908630461,-61.5765349892899,"a",0.729924673680216,0,0,0.729924673680216,0,0,0,0,7299.24673680216,7299.24673680216,"1"
"2559","a","b","W",597471.723047961,1288.82725094236,-18.4228167161345,-8.06711253710091,"a",1.66107395524159,1.66107395524159,0,0,0,0,0,0,747.483279858716,498.322186572477,"1"
"2560","a","b","W",707520.716719031,1458.62669432908,-13.3683216571808,-4.27624124288559,"a",1.9769798964262,1.9769798964262,0,0,0,0,0,0,889.64095339179,593.09396892786,"1"
"2561","a","a","W",901380.752229262,1703.92534213816,52.7706913829315,9.38776210951619,"a",1.01320445770398,0.506602228851989,0.506602228851989,0,0,0,0,0,1975.74869252276,1519.80668655597,"1"
"25621","a","b","W",226951.378584234,649.131230258383,37.3125360766426,3.58604811038822,"a",2.51720962207764,1,1.51720962207764,0,0,0,0,0,6899.81580805033,4551.62886623293,"1"
"25631","a","a","W",272077.826068662,823.805540042464,64.2473233602941,-0.531718411948532,"a",1.78118308400735,0.781183084007353,1,0,0,0,0,0,3484.24785961397,2781.18308400735,"1"
"25641","b","b","N",81181.4678067947,292.505444617709,-24.3967792070471,-49.0325920584146,"a",1.33289877255447,0.332898772554472,0.332898772554472,0.667101227445528,0,0,0,0,7969.31748741772,7669.7085921187,"1"
"25651","b","b","W",82403.0082313623,573.924241589149,69.8662891765125,0.817807510262355,"a",2,1.03643849794753,0.963561502052471,0,0,0,0,0,3790.68450615741,2912.54760492593,"1"
"2566","a","a","W",971327.556883323,1737.02140161232,28.4413256200496,-9.05993211804889,"a",1,0,1,0,0,0,0,0,2374.68556547537,2374.68556547537,"1"
"2567","a","b","W",49077.2853478161,209.075201455271,-53.2614679399412,-62.6353906320874,"a",1,0,0.598137335153297,0.401862664846703,0,0,0,0,8803.72532969341,8803.72532969341,"1"
"2568","a","b","W",652980.533193154,1359.93704951275,-15.4280968932435,-8.58640524279326,"a",1.91007048543543,1.82014097087085,0.0899295145645738,0,0,0,0,0,1538.49955340847,1265.47840777785,"1"
"25691","a","b","N",92372.1789332642,169.136362542631,-72.9328363595996,-73.961330025224,"a",1,0,0.00203526183031499,0.997964738169685,0,0,0,0,9995.92947633937,9995.92947633937,"1"
"25701","a","b","N",28209.2216819571,228.325652585831,-43.7799024577253,-57.17630747566,"a",1,0,0.885457501281053,0.114542498718947,0,0,0,0,8229.08499743789,8229.08499743789,"1"
